"elencoid","pelicula_id","personajeid"
6732,1837,4284
6733,1837,1409
6734,1837,730
6735,1837,9384
6736,1837,9385
6756,1846,1434
6757,1846,1814
6758,1846,1115
6759,1846,1409
6760,1846,9433
6761,1846,9434
6762,1846,9435
6763,1846,9436
6764,1846,6532
6765,1846,6801
6766,1846,1109
6767,1846,9437
6768,1846,9438
6769,1846,9439
6770,1846,1762
6771,1846,9440
6957,1770,9793
7010,1846,9858
7011,1846,7592
7012,1846,9859
7013,1846,9860
7014,1846,9861
7015,1846,9862
7016,1846,9863
7017,1846,9864
7018,1846,9865
7019,1846,9866
7020,1846,9867
7021,1846,9868
7022,1846,9869
7023,1846,9870
7024,1846,607
7025,1982,1245
7026,1982,549
7027,1982,5895
7028,1982,9878
7029,1982,4365
7030,780,8755
7038,1982,82
7050,1991,5403
7051,1991,433
7052,1991,649
7053,1991,9918
7094,781,1245
7095,781,937
7097,132,10004
7098,132,646
7099,60,1567
7100,60,2154
7116,2013,10010
7117,2013,10011
7118,2013,3509
7119,2013,1167
7120,2013,5671
7121,2013,10012
7122,1982,600
7123,1982,1218
7124,1982,705
7125,870,2114
7126,870,434
7127,870,3485
7128,870,10016
7145,2038,1762
7146,2038,3511
7147,2038,875
7148,2038,8080
7149,2038,1566
7150,2038,664
7151,2038,10092
7170,2048,10140
7171,2048,132
7172,2048,771
7173,2048,2084
7174,2048,282
7175,2048,3511
7176,2048,8688
7177,2048,103
7178,2048,702
7179,2048,10141
7180,2048,719
7181,2048,10142
7185,2038,548
7186,2038,459
7187,2038,734
7188,2038,921
7189,2038,4454
7190,2038,3752
7191,2038,920
7192,2038,6820
7195,2053,600
7196,2053,950
7197,2053,254
7198,2053,5895
7199,2053,2347
7200,792,10152
7201,792,1370
7202,792,2147
7203,792,494
7204,792,1473
7228,1205,1324
7229,1205,5610
7230,1205,5403
7231,1205,10210
7232,1205,10211
7233,1205,1381
7234,2080,10213
7235,2080,2345
7236,2080,705
7237,2080,2089
7238,2080,952
7263,2094,10271
7264,2094,82
7265,1205,10273
7266,1205,10274
7267,1205,10275
7269,1205,10276
7270,1205,2476
7281,2109,10343
7282,2109,10344
7283,2109,401
7284,2109,459
7285,2109,94
7286,2109,10345
7287,2109,1137
7288,2109,10346
7289,2094,950
7290,2094,577
7368,2156,82
7369,2156,1878
7370,2156,750
7393,2094,1098
7394,2094,720
7395,2094,66
7396,2094,132
7397,2094,3971
7398,2094,600
7399,2094,510
7400,2094,10523
7403,2168,1028
7404,2168,10543
7405,2168,10544
7406,2168,10545
7407,2168,10546
7408,2169,1434
7409,2169,7035
7410,2169,7695
7411,2169,922
7412,2169,871
7413,2169,438
7414,2169,1283
7415,2169,312
7416,2169,604
7417,2169,1426
7418,2169,2476
7419,2169,4454
7420,2169,6136
7425,2172,1381
7426,2172,10566
7427,2172,1209
7492,2211,8052
7493,2211,1880
7494,2211,10682
7495,2211,10683
7496,2211,2490
7497,2211,1842
7498,2211,763
7499,2211,4217
7500,2211,2826
7501,2211,2021
7502,2211,10684
7503,2211,267
7510,2218,82
7511,2218,2347
7512,2218,10385
7513,2218,892
7514,2218,1096
7515,2218,797
7524,2221,9439
7525,2221,1283
7526,2221,905
7527,2221,705
7528,2221,10717
7529,1386,10725
7530,1386,10726
7535,1386,10729
7536,2053,132
7537,2053,6708
7538,2053,797
7539,2053,1744
7540,2053,10732
7564,2094,100
7573,2243,1305
7574,2243,908
7575,2243,1409
7576,2243,988
7577,2243,55
7578,2243,6135
7579,2243,5918
7580,2243,4295
7581,2243,1115
7582,2243,1109
7583,2243,1814
7589,2254,3971
7590,2254,1244
7591,2254,10813
7592,2254,401
7593,2254,6649
7594,2254,705
7595,2254,6487
7596,2254,7619
7597,2254,2089
7598,2254,257
7599,2254,664
7600,2254,719
7601,2254,16
7602,2254,3963
7603,2254,101
7604,2254,2827
7605,2254,2678
7606,2254,10814
7633,2273,10875
7634,2273,10876
7640,2080,1137
7641,2080,1381
7642,2080,3781
7643,2080,1478
7644,2080,2742
7645,2080,5893
7646,2080,196
7647,2080,2352
7666,2292,5912
7667,2292,5913
7668,2292,10557
7669,2292,763
7670,2292,10683
7671,2292,10712
7672,2292,10935
7673,2292,10936
7674,2292,659
7675,2292,8077
7676,2292,536
7677,2292,6136
7678,2292,10937
7679,2292,10938
7680,2292,10939
7681,2292,10940
7682,2292,892
7691,2273,10950
7692,2273,10951
7798,2243,6136
7816,2377,949
7817,2377,132
7818,2377,65
7819,2377,1878
7820,2377,1318
7821,2377,11167
7822,2168,11173
7828,2381,11197
7829,2381,11201
7830,2381,1219
7831,2381,11202
7832,2381,11203
7843,2377,11213
7844,2377,600
7845,2377,789
7846,2377,1483
7847,2377,1098
7877,1377,401
7884,2403,3458
8582,2403,12356
7886,2403,11292
7887,2403,11293
7956,1377,663
7957,1377,6505
7958,1377,6487
7959,1377,9726
7960,1377,11448
7961,1377,1266
7962,1377,11449
7963,1377,11450
7988,2475,548
7989,2475,11485
7990,2475,11297
7991,2475,93
7992,2475,11486
7993,2475,2276
7994,2475,8524
7995,2475,94
7996,2377,2471
7997,2377,6708
7998,2377,3669
7999,2377,702
8023,2169,1880
8024,2483,464
8025,2483,705
8026,2483,11510
8027,2483,8048
8028,2483,3735
8029,2483,2276
8030,2483,254
8031,2483,6708
8032,2483,11511
8033,2483,11512
8034,2377,11519
8035,2377,246
8036,2377,7825
8037,2377,196
8038,2377,251
8039,2377,11520
8040,2377,11521
8041,2377,11522
8042,2377,11523
8043,2377,11524
8044,2377,11525
8045,2377,1324
8062,2168,48
8066,2520,7036
8067,2520,11591
8068,2520,11592
8069,2520,2020
8070,2520,9439
8071,2520,11593
8072,2520,401
8073,2520,6136
8074,2520,1098
8075,2520,577
8076,2524,1244
8077,2524,7132
8078,2524,600
8079,2524,7962
8119,2562,2267
8120,2562,431
8121,2562,158
8122,2562,322
8123,2562,10671
8124,2563,1028
8125,2563,11696
8126,2563,705
8127,2563,95
8128,2563,323
8129,2563,1219
8130,2563,437
8131,2563,797
8132,2563,69
8133,2563,1480
8134,2563,1242
8135,2562,11698
8136,2562,459
8137,2562,1428
8138,2562,1244
8139,2562,454
8140,2562,8171
8141,2562,802
8142,2562,510
8143,2562,11699
8144,2562,282
8145,2562,3327
8146,2564,1244
8147,2564,949
8148,2564,1337
8149,2564,11704
8150,2564,8080
8151,2564,11705
8152,2564,11706
8153,2564,9383
8154,2564,600
8155,2564,2068
8156,2566,801
8157,2566,949
8158,2566,1283
8159,2566,1137
8160,2566,3753
8161,2566,1517
8162,2566,600
8204,2580,949
8205,2580,8688
8228,2588,11785
8229,2588,705
8230,2588,802
8231,2588,950
8232,2588,11786
8241,2603,11806
8242,2603,100
8243,2603,11807
8244,2603,251
8245,2603,11808
8246,2604,1434
8247,2604,922
8248,2604,11811
8249,137,11811
8251,2604,871
8252,2604,1426
8253,2604,11812
8254,2604,11813
8255,2604,11814
8256,2604,11815
8257,2604,11816
8258,2604,1283
8259,2604,11817
8260,2169,11818
8261,2169,11815
8262,2169,11813
8263,2169,1027
8264,2169,11819
8265,2169,10567
8266,2169,11820
8267,2169,3563
8288,2607,11841
8289,2607,11842
8311,2637,11898
8312,2637,11899
8313,2637,2674
8314,2637,7706
8315,2637,5842
8316,2637,1291
8317,2637,95
8318,2637,892
8319,2637,31
8320,2637,1098
8321,2637,1184
8322,2637,952
8323,2637,11900
8324,2637,276
8325,2637,550
8326,2647,11940
8327,2647,438
8328,2647,312
8329,2647,459
8330,2647,7702
8331,2647,11943
8332,2647,11944
8333,2647,11945
8334,2647,11946
8336,2637,82
8337,2637,10935
8338,2637,6297
8339,2637,58
8340,2637,1283
8341,2637,734
8342,2637,11954
8343,2637,4454
8344,2637,11955
8367,2678,763
8368,2678,505
8369,2678,1221
8370,2678,1812
8371,2678,12025
8372,2678,12026
8373,2678,12027
8374,2678,312
8375,2678,94
8475,2704,6168
8476,2704,12167
8477,2704,973
8478,2704,12168
8479,2704,1689
8480,2704,795
8481,2704,797
8482,2704,11519
8483,2706,1011
8484,2706,5912
8485,2706,10557
8486,2706,763
8487,2706,12171
8488,2706,12172
8489,2706,12173
8490,2706,12174
8491,2706,604
8492,2706,50
8493,2706,2145
8494,2706,12175
8495,2706,515
8496,2706,12176
8497,2706,12177
8498,2706,94
8511,2715,8915
8512,2715,1814
8513,2715,3356
8514,2715,1517
8535,2109,12250
8536,2109,1814
8537,2109,206
8569,2740,1552
8570,2740,7984
8571,2740,630
8572,2740,490
8573,2740,388
8574,2740,103
8575,2744,12330
8576,2744,4365
8577,2744,1381
8578,2744,12331
8579,2744,341
8580,2744,1517
8581,2744,1814
8583,2403,2323
8584,2403,3567
8585,2403,7614
8586,2403,11673
8587,2403,12357
8588,2403,12358
8589,2403,12359
8590,2403,3564
8591,2403,12360
8592,2403,12361
8593,2403,12362
8594,2403,12363
8595,2403,3551
8596,2403,10880
8597,2403,5888
8674,2781,720
8675,2781,749
8676,2781,1753
8677,2781,1495
8678,2781,12473
8679,2781,577
8680,2781,871
8688,2787,1305
8689,2787,11813
8690,2787,12491
8691,2787,1010
8692,2787,12492
8693,2787,3781
8694,2787,1641
8695,2787,647
8696,2788,12493
8697,2788,505
8698,2788,10345
8699,2788,1381
8700,2788,494
8701,2788,12494
8702,2788,94
8703,2788,12495
8744,2827,7036
8745,2827,9439
8746,2827,10276
8747,2827,1221
8748,2827,1078
8749,2827,312
8750,2827,3691
8751,2827,99
8752,2827,1672
8753,2827,6136
8754,2827,6399
8755,2827,10712
8756,2827,9613
8763,2833,254
8764,2833,82
8765,2833,66
8766,2833,1167
8767,2833,801
8771,2835,11592
8772,2835,2020
8773,2835,1434
8774,2835,4284
8775,2835,5918
8776,2835,1798
8777,2835,1283
8778,2835,8078
8779,2835,871
8780,2835,8308
8781,2836,4365
8782,1378,4365
8783,2836,949
8784,2836,287
8785,2836,5672
8786,2836,159
8787,2836,12606
8788,2836,3753
8789,2836,12607
8790,2836,102
8791,2836,10875
8793,1378,12611
8794,1378,3346
8795,1378,973
8796,1378,12612
8797,1378,12613
8798,1378,12614
8799,1378,12615
8800,1378,2276
8801,1378,1245
8802,1378,12616
8803,1378,979
8805,2837,4284
8806,2837,949
8807,2837,12619
8808,2837,12620
8809,2837,1552
8810,2837,908
8838,2851,1518
8839,2851,159
8840,2851,11698
8841,2851,2678
8842,2851,664
8843,2851,1553
8844,2851,1814
8845,2851,719
8850,2853,435
8851,2853,549
9096,2853,1809
9095,2853,13097
8867,2861,94
8868,2861,12703
8869,2861,1245
8870,2861,12704
8871,2861,630
8872,2861,132
8873,2861,701
8874,2861,103
8875,2861,101
8876,2861,1137
8877,2861,251
8878,2861,4273
8892,2607,1381
8901,2870,12747
8902,2870,12748
8903,2870,1012
8904,2870,12749
8906,2870,7702
8907,2870,11813
8908,2876,12759
8909,2876,12761
8910,2876,12762
8927,2607,702
8928,2607,12790
8932,2885,1107
8933,2885,4284
8934,2885,12797
8935,2885,1111
8936,2885,12798
8972,2899,6296
8973,2899,600
8974,2899,12870
8975,2899,12363
8976,2899,3512
8977,2899,612
8978,2899,12871
8979,2899,8471
9013,2914,7695
9014,2914,1434
9015,2914,11814
9016,2914,1777
9017,2914,82
9018,2914,12923
9019,2914,7132
9020,2914,12924
9021,2914,12925
9022,2914,12926
9023,2914,12927
9030,2916,1842
9031,2916,12943
9032,2916,12944
9033,2916,11293
9034,2916,12945
9035,2916,12946
9036,2916,12947
9037,2916,12948
9038,2916,6737
9039,2916,12949
9040,2916,12950
9041,2916,12951
9042,2916,12952
9057,2833,48
9058,2833,802
9059,2833,5672
9061,2869,50
9086,3000,1814
9087,3000,2276
9088,3000,13082
9089,3000,12879
9090,3000,7746
9107,2870,13114
9108,2870,13115
9109,2870,13116
9110,2870,13117
9111,2870,13118
9112,2870,4295
9113,2870,1958
9114,2870,13119
9115,2870,13120
9116,2870,13121
9117,3009,748
9118,3009,82
9119,3009,4365
9120,3010,705
9121,3010,2276
9122,3010,100
9123,3010,508
9124,3010,797
9125,3010,3753
9126,3010,1814
9127,3011,950
9128,3011,577
9129,3011,66
9130,3011,600
9131,3011,948
9132,3011,1744
9133,3011,2089
9134,3011,560
9135,3011,84
9151,2833,950
9157,3011,510
9158,3011,1313
9159,3011,2209
9160,3022,906
9161,3022,1879
9162,3022,10345
9163,3022,132
9164,3022,13162
9165,3022,1098
9202,2853,13219
9203,2853,13220
9204,3048,598
9205,3048,7543
9206,3048,1958
9207,3048,1221
9208,3048,13221
9209,3048,13222
9210,3048,13223
9211,3048,13224
9212,3048,13225
9213,3048,13226
9214,3048,13227
9215,3048,13228
9216,3048,13229
9217,3048,13230
9218,3048,13231
9219,3048,13232
9220,3048,13233
9221,3048,13234
9222,3048,13235
9223,3048,13236
9224,3048,13237
9265,3009,6168
9266,3009,843
9267,3009,67
9268,3009,6243
9269,3009,13301
9270,3009,13302
9271,3009,13303
9272,3009,1098
9273,3009,13304
9275,3011,2276
9276,3011,341
9277,3011,1472
9280,3079,13311
9281,3079,748
9282,3079,720
9283,3079,132
9284,3079,577
9285,3079,1114
9286,3079,13312
9287,3079,13313
9288,3079,13314
9346,3100,536
9347,3100,763
9348,3100,13434
9349,3100,1098
9350,3100,94
9351,3100,892
9352,3100,2145
9353,3100,1473
9354,3100,8861
9355,3100,10683
9356,3100,871
9357,3100,12943
9358,3100,13435
9359,3100,401
9360,3100,1283
9361,3100,10003
9384,59,70
9385,1709,70
9396,3120,10683
9397,3120,13529
9398,3120,13532
9399,3120,1687
9400,3120,13533
9401,3123,729
9402,3123,341
9403,3123,483
9404,3123,6170
9475,3150,13645
9476,3150,13646
9477,3150,997
9478,3150,13647
9479,3150,13648
9480,3150,13649
9481,3150,13650
9482,3150,13651
9483,3150,13652
9484,3150,13653
9485,3150,1219
9486,3150,13654
9487,3150,13655
9488,3150,13656
9489,3150,13657
9535,3164,936
9536,3164,6738
9537,3164,2416
9538,3164,13719
9539,482,4284
9540,482,1814
9541,3164,196
9542,3164,4365
9543,3164,1552
9544,3172,13740
9545,3172,7695
9546,3172,13741
9547,3172,1426
9548,3172,11814
9549,3172,13742
9636,3203,871
9637,3203,1426
9638,3203,1283
9639,3203,1434
9640,3203,754
9641,3203,577
9642,3203,5679
9643,3203,4454
9644,3203,1425
9645,3203,11813
9646,3203,13858
9647,3203,7543
9648,3203,13859
9649,3203,13860
9705,1769,1170
9708,2048,13836
9709,2048,198
9710,2048,11123
9711,2048,1269
9712,2048,251
9713,2048,1170
9714,2048,906
9715,2048,1137
9716,2048,1254
9882,2899,14306
9883,2899,14307
9884,2899,14308
9885,2899,14309
9911,3321,82
9912,3321,10271
9913,3321,14365
9914,3321,510
9915,2094,1744
9916,3321,14366
9917,3321,14367
9918,3321,66
9919,3321,950
9920,3321,2089
9921,3321,84
9922,3321,600
9923,3321,14368
10129,1390,48
10130,1390,504
10131,1390,600
10132,1390,1218
10164,3428,14835
10165,3428,10704
10166,3428,12086
10167,3428,14836
10168,3428,12085
10169,3428,14837
10170,3428,14838
10171,3428,14839
10172,3428,14840
10173,3428,9521
10174,3428,14841
10175,3428,8903
10176,3428,6452
10177,3428,2444
10546,792,8881
10558,52,13912
10562,3582,11471
10563,3582,15463
10564,3582,198
10565,3582,10966
10566,3582,2678
10567,3582,7626
10568,3582,15464
10569,3582,15465
10570,3582,15466
10571,3582,7254
10572,3582,15467
10573,3582,15468
10574,3582,15469
10575,3582,12680
10576,3582,1799
10577,3582,15470
10578,3582,15471
10579,3582,15472
10580,3582,15473
10581,3582,15474
10582,3582,15475
10637,2243,6058
10638,2243,11248
10639,2243,15553
10885,108,1115
