pelicula_id,ano,responsable,monto,institucion,tipo,titulo,salas,copias,publico,,,,,,,
2048,2011,"SURICATO E.I.R.L,   ",152783814,fondart,Ficcion,LA NOCHE DE ENFRENTE ,2,3,886,,,,,,,
2053,2012,Ceneca Producciones Ltda.,11758020,corfo,Ficcion,Carne de Perro,3,3,795,,,,,,,Fernando Guzzoni
2053,2011,"CENECA PRODUCCIONES,   ",90000000,fondart,Ficcion,CARNE DE PERRO ,3,3,795,,,,,,,
2054,2012,Tatiana Lorca Producciones Audiovisuales Ltda,6104056,corfo,Ficcion,La Mudanza,,,,,,,,,,
2080,2005,CHILEFILMS S.A.,,fondart,Ficcion,"CALEUCHE, EL LLAMADO DEL MAR",9,35,62.558,,,,,,,
2080,2012,Olguin y Compañía Ltda,15000000,corfo,Ficcion,"Caleuche, el llamado del mar",9,35,62.558,,,,,,,Jorge Olguín
2094,2012,Comercializadora BF Limitada,15000000,corfo,Ficcion,NO,11,56,211958,,,,,,,Pablo Larraín
2094,2011,"ASESORIAS Y PRODUCCIONES FABULA LIMITADA,   ",153000000,fondart,Ficcion,NO ,15,56,215929,,,,,,,
2108,2010,ALVARO (TEVO) RAFAEL GERMÁN DÍAZ RAMÍREZ,59570808,fondart,Ficcion,PENA DE MUERTE,2,2,61,,,,,,,
2109,2014,Ant Fire Productions SpA,13600000,corfo,Ficcion,Hijo del Trauco,6,18,4018,,,,,,,
2134,2012,CK Films Spa,13578424,corfo,Ficcion,Dónde vuelan los cóndores,,,,,,,,,,
2135,2012,El Paseo Digital Limitada,5690000,corfo,Documental,Las mujeres del pasajero,2,2,67,,,,,,,
2156,2012,Producciones Antonia Santa Maria Limitada,7776019,corfo,Ficcion,Pérez,2,,1234,,,,,,,Álvaro Viguera
2168,2009,PRODUCCIONES PLAY LTDA.,125000000,fondart,Ficcion,EL FUTURO,5,8,4712,,,,,,,
2168,2012,Producción y Distribución de Cine Jirafa Ltda.,14922875,corfo,Ficcion,EL FUTURO,5,8,4774,,,,,,,Alicia Scherson
2169,2012,Comercializadora BF Limitada,14848500,corfo,Ficcion,Que pena tu familia,6,48,192350,,,,,,,Nicolás López
2172,2013,Comerzializadora Market Chile Ltda.,12545000,corfo,Ficcion,Ulises Morales (ahora Morales el Reformador),4,3,1585,,,,,,,Víctor Cubillos
2211,2014,Comercializadora Market Chile Ltda.,7411200,corfo,Ficcion,El incontrolable mundo del azar,2,8,2190,,,,,,,Marcela Said Cares
2218,2012,Comercializadora BF Limitada,14880000,corfo,Ficcion,Paseo de Oficina,7,51,71415,,,,,,,Roberto Artiagoitía
2221,2014,Asesorías y Producciones Fábula Ltda.,14448000,corfo,Ficcion,09,5,,75251,,,,,,,Sebastián Badilla y Gonzalo Badilla
2224,2006,CATALINA VERGARA ARTHUR,31074913,fondart,Ficcion,LA ÚLTIMA ESTACIÓN,1,2,104,,,,,,,
2224,2012,Globo Rojo Producciones Limitada,7618952,corfo,Ficcion,La última estación,1,2,104,,,,,,,
2242,2010,MARÍA SOLEDAD SILVA ABRANETTO,49550535,fondart,,74 METROS CUADRADOS,,,,,,,,,,
2243,2013,Green Films S.A.,11595750,corfo,Documental,Tráiganme la cabeza de la mujer metralleta,3,13,2529,,,,,,,Ernesto Díaz
2254,2010,GILBERTO ANTONIO VILLARROEL ESCOBAR,90000015,fondart,Documental,ISIDORA AGUIRRE : DOY POR VIVIDO TODO LO SOÑADO,,,,,,,,,,
2273,2013,Invercine Producciones Ltda.,9282500,corfo,Ficcion,Las cosas son como son,4,5,2260,,,,,,,Fernando Lavanderos
2292,2012,Comercializadora BF Limitada,14552034,corfo,Ficcion,El Babysitter,8,31,82565,,,,,,,Sebastián Badilla y Gonzalo Badilla
2335,2012,CARNADA FILMS EIRL,35469845,fondart,,ROSITA: LA AMANTE DEL FÜHRER,,,,,,,,,,
2340,2010,JAIME MARCELO DÍAZ LAVANCHY ,70613969,fondart,,INHABITABLE,,,,,,,,,,
2347,2013,"Matías Pinochet García, prestación de servicios audiovisuales y publicitarios E.I.R.L.",7955450,corfo,Documental,"Los Rockers, rebelde Rock and Roll",2,1,26,,,,,,,
2377,2013,Comercializadora BF Limitada,13628589,corfo,Documental,Gloria,11,25,144717,,,,,,,Sebastián Lelio
2381,2014,Fundación CinemaChile,9500000,corfo,Ficcion,Crystal Fairy y el cactus mágico,3,13,4596,,,,,,,Manuel Basoalto
2403,2013,Green Films S.A.,13072222,corfo,Ficcion,Soy mucho mejor que vos,4,11,4289,,,,,,,Che Sandoval
2403,2014,Audiovisual Don Quijote Films Ltda.,9000000,corfo,Ficcion,Soy mucho mejor que vos,4,11,4289,,,,,,,Moisés Sepúlveda
2421,2014,Errante Producciones Ltda.,7011111,corfo,Documental,La Comunidad,2,1,45,,,,,,,Christopher Murray y Israel Pimentel
2475,2010,PRODUCCIÓN Y DISTRIBUCIÓN DE CINE JIRAFA LIMITADA,150000000,fondart,Ficcion,EL VERANO DE LOS PECES VOLADORES,3,6,2190,,,,,,,
2475,2014,Producción y Distribución Jirafa Ltda.,12813000,corfo,Ficcion,Verano de los peces voladores,3,6,2190,,,,,,,Nicolás López
2483,2015,Gian Carlo Nasi Cañas Producciones Audiovisuales,15236750,corfo,Ficcion,DESASTRES NATURALES,3,8,2457,,,,,,,Miguel Littin
2520,2013,Comercializadora BF Ltda,14999546,corfo,Ficcion,Barrio Universitario,11,53,367128,,,,,,,Esteban Vidal
2524,2013,Comerzializadora Market Chile Ltda.,5880000,corfo,Ficcion,Iglú,4,8,1289,,,,,,,Diego Ruiz
2525,2014,Globo Rojo Producciones Ltda.,7954450,corfo,Documental,Ver y Escuchar,1,1,3,,,,,,,Rodrigo Sepúlveda
2562,2014,Comercializadora Market Chile Limitada,14000000,corfo,Ficcion,El tío,4,22,9655,,,,,,,
2563,2014,Parox S.A.,10800000,corfo,Ficcion,El árbol magnético,2,7,1446,,,,,,,
2564,2014,Comercializadora Market Chile Limitada,2900000,corfo,Ficcion,I am from Chile,2,8,1661,,,,,,,Alan Fischer
2564,2012,GONZALO  DÍAZ UGARTE,26592252,fondart,,PUERTAS ADENTRO,,,,,,,,,,
2566,2014,Picardía Films Producciones Ltda.,9749000,corfo,Ficcion,Génesis Nirvana,3,7,2119,,,,,,,Alejandro Fernández Almendras
2580,2012,PLANTA PRODUCCIONES LIMITADA,30820894,fondart,Ficcion,Las Analfabetas,5,7,5292,,,,,,,
2580,2014,Planta Producciones Ltda.,10950000,corfo,Ficcion,Las Analfabetas,5,7,5292,,,,,,,Matías Pinochet
2588,2014,Fundación CinemaChile,11800000,corfo,Ficcion,Las niñas Quispe,4,7,1727,,,,,,,
2603,2014,Fundación CinemaChile,8180000,corfo,Ficcion,Raíz,2,7,1235,,,,,,,Sebastián Sepulveda
2604,2013,Comerzializadora Market Chile Ltda.,14830633,corfo,Ficcion,Promedio Rojo 2: Mis peores amigos,11,27,139011,,,,,,,Nicolás López
2607,2014,Científico Loco Producciones Limitada,3564775,corfo,Ficcion,Volantín Cortao,2,9,2174,,,,,,,Alejandro Lagos
2609,2010,IVÁN TZIBOULKA KIRILOV,42050255,fondart,,LAS HUELLAS DEL CHAITÉN,,,,,,,,,,
2637,2014,Comercializadora Market Chile Limitada,14750000,corfo,Ficcion,El Derechazo,5,67,108700,,,,,,,Rodrigo González Larrondo
2647,2014,Comercializadora Market Chile Ltda.,9549225,corfo,Ficcion,Mejor estar sólo,3,12,3649,,,,,,,
2678,2012,KUKU FILMS AUDIOVISUAL S.A.,162000000,fondart,Ficcion,BRILLANTES,6,40,28428,,,,,,,
2704,2014,Comercializadora Market Chile Limitada,14003646,corfo,Ficcion,Video club,5,31,16517,,,,,,,
2706,2014,Comercializadora Market Chile Limitada,13425256,corfo,Ficcion,Mamá ya crecí,5,36,74674,,,,,,,
2715,2014,Servicios Audiovisuales Limitada,14950000,corfo,Ficcion,Matar a un hombre,10,11,321146,,,,,,,José Miguel Zuñiga
2715,2011,"SERVICIOS AUDIOVISUALES LIMITADA,   ",153000000,fondart,Ficcion,MATAR A UN HOMBRE ,4,11,4425,,,,,,,
2738,2014,S 3D Spa,10390550,corfo,Documental,El sueño de todos,7,85,35440,,,,,,,Gonzalo Díaz Ugarte
2740,2013,Afro Producciones Ltda.,10100000,corfo,Ficcion,El lugar encantado,,,,,,,,,,
2741,2012,CHRISTOPHER   MURRAY GARCÍA,29996156,fondart,,MAPA FILMICO DE UN PAÍS,,,,,,,,,,
2741,2014,Diego Pino Comunicación Audiovisual EIRL,4932748,corfo,Documental,Propaganda,3,1,4423,,,,,,,Sebastián Silva
2744,2014,Agencia de Comunicaciones y Productora C Comunica Ltda,12950000,corfo,Ficcion,El Mago,1,15,1991,,,,,,,Hernán Caffiero
2760,2012,TREBOL 3 PRODUCCIONES LTDA,81297587,fondart,,"WE ARE SUDAMERICAN BEATS,LA HISTORIA DEL MOVIMIENTO ELECTRONICO EN CHILE",,,,,,,,,,
2781,2006,PRODUCTORA RETAGUARDIA FILMS LTDA,1303678,corfo,Ficcion,12 MINUTOS,,,,,,,,,,
2782,2013,Producciones y Asesorías Spondylus Ltda.,13875000,corfo,Ficcion,La Cacería,,,,,,,,,,
2785,2015,Punkrobot Estudio,18000000,corfo,Ficcion,HISTORIA DE UN OSO,,,,,,,,,,
2787,2013,Olguín y Compañía Ltda.,15000000,corfo,Ficcion,Voces del Bosque,,,,,,,,,,
2788,2011,"CENTRO CULTURAL ANTUMAPU,   ",112605788,fondart,,ROMANCE POLICIAL ,,,,,,,,,,
2827,2014,Mano de Obra Audiovisual Limitada,15000000,corfo,Ficcion,Héroes,5,,909,,,,,,,Lorena Giachino
2833,2014,Forastero Producciones Ltda,7500000,corfo,Ficcion,Aurora,3,9,3649,,,,,,,Matías Rojas
2835,2014,Comercializadora Market Chile Ltda,14980000,corfo,Ficcion,Fuerzas Especiales,10,61,317944,,,,,,,
2835,2015,MARKET CHILE,18000000,corfo,Ficcion,FUERZAS ESPECIALES ,10,61,317944,,,,,,,
2836,2015,Jirafa,18000000,corfo,Documental,LA VOZ EN OFF,2,8,770,,,,,,,Claudio Marcone
2837,2015,Forastero Producciones Audiovisuales ,14500000,corfo,Ficcion,NO SOY LORENA,2,6,651,,,,,,,Marcia Tambutti
2837,2012,FORASTERO PRODUCCIONES AUDIOVISUALES LIMITADA,96136371,fondart,Ficcion,R. LORENA,2,6,651,,,,,,,
2851,2015,Servicio y Producciones del Desarrollo Limitada,5354168,corfo,Ficcion,LA MADRE DEL CORDERO,3,5,842,,,,,,,
2853,2015,MARKET CHILE,18000000,corfo,Ficcion,ALLENDE EN SU LABERINTO,10,22,32814,,,,,,,Matias Lira
2861,2012,PRODUCCIONES EL PASEODIGITAL LIMITADA,101954862,fondart,Ficcion,VACACIONES EN FAMILIA,7,9,5166,,,,,,,
2861,2015,LIBÉLULA POST LTDA,14755000,corfo,Ficcion,VACACIONES EN FAMILIA,7,9,5166,,,,,,,Bernardo Quesney
2869,2014,Producciones Angélica Chamila Rodríquez Ávila EIRL,7504117,corfo,Documental,La invención de la patria,1,1,38,,,,,,,Isabel Miquel
2870,2012,GUTIERREZ Y ROJAS PRODUCCIONES LIMITADA,152317253,fondart,,LA VISITA,2,7,1672,,,,,,,
2877,2015,PRODUCCIÓN AUDIOVISUAL LUIS IGNACIO SMOK BUSTAMANTE E.I.R.L,5726188,corfo,Documental,RESPIRAR HELADO,7,,10233,,,,,,,Guillermo Amoedo
2885,2015,MARKET CHILE,6700000,corfo,Ficcion,REDENTOR,2,5,1135,,,,,,,
2897,2008,PAOLA ALEJANDRA CASTILLO VILLAGRAN,62854357,fondart,Documental,GENOVEVA,2,,770,,,,,,,
2897,2015,Errante Producciones Ltda.,7105000,corfo,Documental,GENOVEVA,2,,770,,,,,,,Cristián Jiménez
2899,2015,Words & Facts Films Ltda,3580885,corfo,Ficcion,LA COMODIDAD EN LA DISTANCIA,,,,,,,,,,
2900,2015,Maite Alberdi Soto Producciones EIRL,16891925,corfo,Ficcion,LA ONCE,11,8,16271,,,,,,,
2914,2015,Market Chile Limitada,16000000,corfo,Ficcion,LA MALDICIÓN,6,13,10168,,,,,,,
2916,2014,Invercine Producciones Ltda.,8550000,corfo,Ficcion,Los Jetas,2,3,635,,,,,,,José Luis Torres Leiva
3000,2013,Productora Barrera y Soto Ltda,4779192,corfo,Ficcion,Minero,,,,,,,,,,
3009,2012,PRODUCTORA OCIO LIMITADA,157250000,fondart,,EL BOSQUE,,,,,,,,,,
3009,2015,MARKET CHILE,18000000,corfo,Ficcion,EL BOSQUE DE KARADIMA,13,55,306209,,,,,,,
3010,2015,PRODUCCIONES STORYBOARD MEDIA ,5903123,corfo,Ficcion,LA MUJER DE BARRO,,,,,,,,,,
3011,2015,LA CASA ,18000000,corfo,Ficcion,EL CLUB,15,23,45093,,,,,,,Sergio Castilla
3014,2015,MARKET CHILE,18000000,corfo,Documental,EL BOTÓN DE NÁCAR,8,11,7418,,,,,,,
3021,2015,Errante Producciones Ltda.,13280000,corfo,Ficcion,ALENDE MI ABUELO ALLENDE,8,8,5758,,,,,,,Matías Bize
3021,2009,ERRANTE PRODUCCIONES LIMITADA ,69744428,fondart,,"LA OTRA CARA DE LA MONEDA, LA BÚSQUEDA DE MI ABUELO ALLENDE  ",8,8,5758,,,,,,,
3022,2015,PRODUCTORA TANTAN FILMS LIMITADA,10731647,corfo,Ficcion,EN LA GAMA DE LOS GRISES,5,8,3534,,,,,,,
3048,2015,AMORES EN EL SUR SPA,8619100,corfo,Ficcion,PERLA,5,19,16126,,,,,,,Claudia Barril y Sebastián Moreno
3060,2015,BARRIL MORENO Y COMPAÑÍA LIMITADA,9390000,corfo,Documental,HABEAS CORPUS,2,1,317,,,,,,,
3061,2011,"PERUT + OSNOVIKOFF LIMITADA,   ",57352398,fondart,Ficcion,SURIRE,14,,16268,,,,,,,
3061,2015,Perut + Osnovikoff Ltda,12649609,corfo,Ficcion,SURIRE,14,,16268,,,,,,,Maite Alberdi
3079,2015,Ceneca Producciones Ltda.,17956793,corfo,Ficcion,LA MEMORIA DEL AGUA,8,59,87246,,,,,,,Rosario Espinosa y Enrique Farias
3085,2008,MARIA ISABEL (COTI) DONOSO URRUTIA,25443140,fondart,Documental,CUANDO RESPIRO,2,,651,,,,,,,
3085,2015,BENGALA FILMS PRODUCCIONES ,11260863,corfo,Ficcion,CUANDO RESPIRO,2,,651,,,,,,,Isidora Marras
3100,2015,MARKET CHILE,17250000,corfo,Ficcion,ALMA,11,54,198429,,,,,,,
3120,2015,MARKET CHILE,13000000,corfo,Ficcion,LUSERS,6,45,54625,,,,,,,
3123,2015,Protagonista Films S.A,10286891,corfo,Ficcion,EL NOMBRE,9,,7418,,,,,,,Patricio Guzmán
3124,2015,La Ventana Cine Limitada,12552293,corfo,Documental,CHICAGO BOYS,8,7,11000,,,,,,,
3126,2011,"VIVIENNE BARRY ANIMACION PRODUCCIONES AUDIOVISUALES E.I.R.L,   ",81224168,fondart,,ATRAPADOS EN JAPON,,,,,,,,,,
3150,2015,La Casa Producciones Limitada,16000000,corfo,Ficcion,NASTY BABY,14,,199415,,,,,,,Diego Rougier
3164,2015,A Escala Humana,18000000,corfo,Ficcion,LA VIDA SEXUAL DE LAS PLANTAS,,,,,,,,,,
3169,2011,"PRODUCTORA AUDIOVISUAL DON QUIJOTE FILMS LIMITADA,   ",19997925,fondart,Documental,SALAM ,,,,,,,,,,
3172,2015,MARKET CHILE,10600000,corfo,Ficcion,SEDUCCION FATAL,7,,54663,,,,,,,Ticoy Rodriguez
3203,2015,MARKET CHILE,18000000,corfo,Ficcion,SIN FILTRO,3,,1135,,,,,,,Ernesto Díaz
3309,2012,CRISTÓBAL AZÓCAR MIRA,29583664,fondart,Documental,AGUA TURBIA,,,,,,,,,,
3316,2011,"SERVICIOS AUDIOVISUALES FRANCISCO HERVÉ ESPEJO EIRL,   ",80585690,fondart,Documental,LA CIUDAD DE LOS CÉSARES,,,,,,,,,,
3321,2014,Comercializadora Market Chile Limitada,14480484,corfo,Ficcion,Neruda Fugitivo,2,,6564,,,,,,,Javier Aguirrezabal
3419,2012,MARÍA TERESA LARRAIN NAVARRO PRODUCCIONES,57900000,fondart,,SHADOW GIRL,,,,,,,,,,
3428,2015,Nerco Producciones Limitada,10432100,corfo,Ficcion,DE REPENTE,8,,10996,,,,,,,Carola Fuentes y Rafael Valdeavellano
3458,2010,ALVARO DE LA BARRA PUGA,89134926,fondart,,VENÍAN A BUSCARME,,,,,,,,,,
3582,2013,Manuel Venegas Chaparro,6124602,corfo,Ficcion,Punto de Partida,1,,79,,,,,,,Manuel Venegas Chaparro
3800,2015,Afro Producciones Ltda,9880000,corfo,Ficcion,LA SALAMANDRA,,,,,,,,,,
0,2011,La Nenas Gestión y Producción Cultural Ltda.,7532500,corfo,Ficcion,Metro Cuadrado,,,,,,,,,,
0,2011,"LAS NENAS GESTIÓN Y PRODUCCIÓN CULTURAL,   ",9980468,fondart,Ficcion,METRO CUADRADO ,,,,,,,,,,
0,2011,Comercializadora BF Limitada,14331006,corfo,Ficcion,9,8,,181906,,,,,,,Juan Pablo Ternicier
0,2008,PATRICIA ANDREA BUSTOS PEÑAFIEL,37925026,fondart,,A ORILLAS DE LA CIUDAD,,,,,,,,,,
0,2013,"Sallato, Larraín y Sabatini Producciones Limitada",10086200,corfo,Documental,Adictos al claxon,,,,,,,,,,
0,2006,PATRICIO JAVIER MUÑOZ GUAJARDO,33197850,fondart,,ALICAHUE,,,,,,,,,,
0,2013,Invercine Producciones Ltda.,15000000,corfo,Ficcion,Bim Bam Bum,,,,,,,,,,
0,2015,Audiovisual Don Quijote Films Limitada,17010000,corfo,Ficcion,CHILE FACTORY,7,,4966,,,,,,,Ricardo Carrasco
0,2006,PRODUCCIONES AUDIOVISUALES Y GASTRONÓMICAS IDEAS EL ASOMBRO LTDA.,58651494,fondart,,CIRCO,,,,,,,,,,
0,2012,ALCE PRODUCCIONES SA,48761696,fondart,,CIRCO,,,,,,,,,,
0,2012,Producciones y Asesorías Spondylus Ltda,11759000,corfo,Ficcion,Cóndor,,,,,,,,,,
0,2015,Cooking the Continent,8941450,corfo,Documental,COOKING THE CONTINENT,,,,,,,,,,
0,2012,Paula Leonvendagar Hurtado Producciones EIRL,11657500,corfo,Ficcion,Creo,,,,,,,,,,
0,2012,ALTER PRODUCCIONES AUDIOVISUALES,33200000,fondart,,CUADERNOS DEL SUBSUELO,,,,,,,,,,
0,2008,MACARENA AGUILÓ MARCHI,49214393,fondart,Documental,"D-22, ALAMAR",,,,,,,,,,
0,2011,Jirafa Ltda.,9000000,corfo,Documental,Del Rock a la Eternidad,,,,,,,,,,
0,2006,CLAUDIO KRETZBERGER & CIA LTD,56302716,fondart,,DIEGO Y GLOT CONTRA LA CORPORACION,,,,,,,,,,
0,2011,"BRUNO, BETTATI SALVO ",63331043,fondart,,DOS DISPAROS,,,,,,,,,,
0,2011,"AZUL PRODUCCIONES S.A.,   ",74012981,fondart,,EL DEBER DE LA SONRISA ,,,,,,,,,,
0,2015,Jennifer Walton Buzada Producciones EIRL,4069111,corfo,Ficcion,EL HOMBRE NUEVO,,,,,,,,,,
0,2012,PRODUCTORA ATIEMPO LTDA.,145907200,fondart,,EL OJO DEL GATO,,,,,,,,,,
0,2011,ZOOFILMS Y MULTIMEDIOS PRODUCCIONES LTDA ,76400885,fondart,,EN BENEFICIO PROPIO ,,,,,,,,,,
0,2015,VALCINE,17964422,corfo,Ficcion,FABULOSAS FLORES,15,,45118,,,,,,,Pablo Larraín
0,2010,IGNACIO AGÜERO Y ASOCIADO,88542373,fondart,,GEOMETRÍA Y MISTERIO,,,,,,,,,,
0,2013,Producciones Macarena Andrea López Bergeret EIRL,5449999,corfo,Ficcion,Gleisdreieck,,,,,,,,,,
0,2015,Zumbastico Studios ,16400000,corfo,Ficcion,HORACIO Y LOS PLASTICINES,,,,,,,,,,
0,2006,OSCAR ANTONIO FERNÁNDEZ GARCÍA,8414357,fondart,,HUIREROS,,,,,,,,,,
0,2010,CORNUCOPIA PRODUCCIONES AUDIOVISUALES,75980989,fondart,,INMEDIAT SANTIAGO,,,,,,,,,,
0,2012,COMERCIAL PABLO CORTES SANTANDER,58442375,fondart,,"LAUTARO EDEN, UN HEROE INVISIBLE",,,,,,,,,,
0,2006,PRODUCTORA RETAGUARDIA FILMS LTDA,1303678,corfo,Ficcion,LLORANDO DEBAJO DEL AGUA,,,,,,,,,,
0,2006,PRODUCTORA RETAGUARDIA FILMS LTDA,1303678,corfo,Ficcion,LOBOS,,,,,,,,,,
0,2012,Valcine S.A.,8241550,corfo,Ficcion,Los Archivos del Cardenal y Cumpleaños,,,,,,,,,,
0,2012,OLGUINFILMS,119076433,fondart,,LOS ELEMENTALES,,,,,,,,,,
0,2015,Cinestación Ltda,5093210,corfo,Ficcion,MAR,2,,635,,,,,,,Emilio Romero
0,2015,Producciones y Asesorías SPONDYLUS Ltda,20685707,corfo,Ficcion,MONOCYCLE,,,,,,,,,,
0,2015,TREBOL 3 PRODUCCIONES LIMITADA,16717064,corfo,Ficcion,NAUFRAGIOS,,,,,,,,,,
0,2014,Producciones y Asesoráis Spondylus Ltda.,14275000,corfo,Ficcion,Pachapulai,5,,16699,,,,,,,Pablo Illanes
0,2010,CRISTÓBAL VICENTE CRUZ,24574455,fondart,Documental,PARASANG,,,,,,,,,,
0,2005,PRODUCCIONES AUDIOVISUALES DOSPASOS LIMITADA.,,fondart,,PEGA MARTÍN PEGA ,,,,,,,,,,
0,2010,MUCHAS GRACIAS LTDA.,124911206,fondart,,PERDÓN MAMÁ,,,,,,,,,,
0,2005,PINOCHETBOYS S.A.,,fondart,,PINOCHETBOYS,,,,,,,,,,
0,2012,AGENCIA DE COM. Y PRODUCTORA C COMUNICA LTDA.,148295563,fondart,Ficcion,PUERTO VIEJO,,,,,,,,,,
0,2007,FERNANDO VALENZUELA Y CIA. LTDA.,49962307,fondart,,SALVADOR,,,,,,,,,,
0,2012,ASESORÍAS Y PRODUCCIONES FABULA LIMITADA,148000000,fondart,,SENTIDO COMÚN,,,,,,,,,,
0,2009,"BARRIL, MORENO Y CIA. LTDA.",82989000,fondart,Documental,SIN ALMA,,,,,,,,,,
0,2007,MC FILMS S.A.,74930651,fondart,,SUDAMERICAN ROCKERS,,,,,,,,,,
0,2009,LUPE FILMS E.I.R.L.,63504116,fondart,,SYBILA,,,,,,,,,,
0,2015,Ojitos Producciones ltda.,2461000,corfo,Ficcion,TIKITIKLIP con elenco artesanal,8,,69590,,,,,,,Ernesto Díaz
0,2005,IGNACIO AGÜERO Y ASOCIADO LIMITADA,,fondart,,TINTA NEGRA,,,,,,,,,,
0,2011,ZETRA COMUNICACIONES S.A.,150000000,fondart,,TU NOMBRE ME SABE A HIERBA ,,,,,,,,,,
0,2007,ANTONIA ROSSI CHARNES,34798111,fondart,,UN NOMBRE PARA ANA,,,,,,,,,,
0,2008,PRODUCTORA AUDIOVISUAL,29753662,fondart,,UN NOMBRE PARA ANA,,,,,,,,,,
0,2006,PRODUCTORA RETAGUARDIA FILMS LTDA,1303678,corfo,Ficcion,VERNISSAGE,,,,,,,,,,
0,2010,Educación Interactiva Ltda,14628000,corfo,Documental,Viaje al Big Bang,,,,,,,,,,
0,2014,Productora Audiovisual Rosario Jiménez Gili EIRL,4395555,corfo,Documental,Vida con ciencia,2,,236,,,,,,,Francisca Silva
